time,index,value,std
0.0, 1.0, 1.763, 0.2
0.1, 1.0, 1.571, 0.2
0.2, 1.0, 0.515, 0.2
0.3, 1.0, -0.900, 0.2
0.4, 1.0, -2.466, 0.2
0.5, 1.0, -4.354, 0.2
0.6, 1.0, -6.913, 0.2
0.7, 1.0, -7.658, 0.2
0.8, 1.0, -6.703, 0.2
0.9, 1.0, -6.648, 0.2
1.0, 1.0, -6.919, 0.2
1.1, 1.0, -7.141, 0.2
1.2, 1.0, -7.801, 0.2
1.3, 1.0, -7.465, 0.2
1.4, 1.0, -6.162, 0.2
1.5, 1.0, -4.878, 0.2
1.6, 1.0, -4.913, 0.2
1.7, 1.0, -4.912, 0.2
1.8, 1.0, -4.776, 0.2
1.9, 1.0, -5.201, 0.2
2.0, 1.0, -5.964, 0.2
2.1, 1.0, -7.291, 0.2
2.2, 1.0, -7.498, 0.2
2.3, 1.0, -5.664, 0.2
2.4, 1.0, -5.314, 0.2
2.5, 1.0, -5.089, 0.2
2.6, 1.0, -5.327, 0.2
2.7, 1.0, -5.539, 0.2
2.8, 1.0, -6.349, 0.2
2.9, 1.0, -5.974, 0.2
3.0, 1.0, -5.158, 0.2
3.1, 1.0, -5.452, 0.2
3.2, 1.0, -7.660, 0.2
3.3, 1.0, -9.670, 0.2
3.4, 1.0, -10.956, 0.2
3.5, 1.0, -12.177, 0.2
3.6, 1.0, -13.849, 0.2
3.7, 1.0, -14.652, 0.2
3.8, 1.0, -15.419, 0.2
3.9, 1.0, -16.733, 0.2
4.0, 1.0, -18.958, 0.2
4.1, 1.0, -19.784, 0.2
4.2, 1.0, -19.223, 0.2
4.3, 1.0, -19.925, 0.2
4.4, 1.0, -20.266, 0.2
4.5, 1.0, -21.044, 0.2
4.6, 1.0, -21.578, 0.2
4.7, 1.0, -21.405, 0.2
4.8, 1.0, -21.615, 0.2
4.9, 1.0, -19.621, 0.2
5.0, 1.0, -17.152, 0.2
5.1, 1.0, -16.510, 0.2
5.2, 1.0, -17.867, 0.2
5.3, 1.0, -18.618, 0.2
5.4, 1.0, -19.304, 0.2
5.5, 1.0, -20.502, 0.2
5.6, 1.0, -21.094, 0.2
5.7, 1.0, -21.205, 0.2
5.8, 1.0, -21.214, 0.2
5.9, 1.0, -22.439, 0.2
6.0, 1.0, -24.828, 0.2
6.1, 1.0, -26.927, 0.2
6.2, 1.0, -27.631, 0.2
6.3, 1.0, -26.843, 0.2
6.4, 1.0, -25.442, 0.2
6.5, 1.0, -23.847, 0.2
6.6, 1.0, -23.053, 0.2
6.7, 1.0, -21.353, 0.2
6.8, 1.0, -20.036, 0.2
6.9, 1.0, -18.914, 0.2
7.0, 1.0, -19.017, 0.2
7.1, 1.0, -17.135, 0.2
7.2, 1.0, -16.287, 0.2
7.3, 1.0, -16.070, 0.2
7.4, 1.0, -15.250, 0.2
7.5, 1.0, -14.851, 0.2
7.6, 1.0, -13.260, 0.2
7.7, 1.0, -12.530, 0.2
7.8, 1.0, -11.185, 0.2
7.9, 1.0, -10.297, 0.2
8.0, 1.0, -12.403, 0.2
8.1, 1.0, -15.190, 0.2
8.2, 1.0, -17.226, 0.2
8.3, 1.0, -19.672, 0.2
8.4, 1.0, -21.535, 0.2
8.5, 1.0, -22.873, 0.2
8.6, 1.0, -24.925, 0.2
8.7, 1.0, -27.305, 0.2
8.8, 1.0, -29.077, 0.2
8.9, 1.0, -30.879, 0.2
9.0, 1.0, -33.047, 0.2
9.1, 1.0, -32.135, 0.2
9.2, 1.0, -31.020, 0.2
9.3, 1.0, -30.924, 0.2
9.4, 1.0, -30.627, 0.2
9.5, 1.0, -29.938, 0.2
9.6, 1.0, -30.966, 0.2
9.7, 1.0, -31.098, 0.2
9.8, 1.0, -30.881, 0.2
9.9, 1.0, -30.070, 0.2
10.0, 1.0, -31.289, 0.2
10.1, 1.0, -33.596, 0.2
10.2, 1.0, -35.166, 0.2
10.3, 1.0, -36.385, 0.2
10.4, 1.0, -38.055, 0.2
10.5, 1.0, -38.259, 0.2
